name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Tim Iroegbunam,MID,Everton,0.5,0,0,0,0,0,0.0,0,304,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,3725,0,0,,,0.0,0,-119,70,189,49,True,0
Zain Silcott-Duberry,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,95,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,14527,0,0,1,3,0.0,0,-2519,0,2519,44,True,0
Karl Darlow,GK,Leeds,1.5,0,0,0,0,0,0.0,0,341,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,302595,0,0,,,0.0,0,1801,15152,13351,40,True,0
Benjamin Sesko,FWD,Man Utd,3.3,0,0,0,0,0,0.0,0,681,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,578552,0,0,,,0.0,0,25445,53754,28309,73,True,0
William Saliba,DEF,Arsenal,1.3,0,0,0,0,0,0.0,0,6,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,1526375,0,0,,,0.0,0,10476,75755,65279,60,True,0
Saša Lukić,MID,Fulham,3.0,0,0,6,0,3,0.0,5,332,0.00,0.00,0.00,0.05,63,0,0,0.6,6.0,2025-10-03T19:00:00Z,13,False,4,0,0,0,0,0,7,0,10318,1,2,1,3,0.0,1,75,779,704,50,False,0
Marshall Munetsi,MID,Wolves,1.2,0,0,0,0,0,0.0,0,648,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,5825,0,0,,,0.0,0,21,475,454,54,True,0
Ladislav Krejcí,DEF,Wolves,2.5,0,0,0,0,0,0.0,0,709,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,4979,0,0,,,0.0,0,1347,1701,354,45,True,0
Myles Lewis-Skelly,DEF,Arsenal,1.0,0,0,0,0,0,0.0,0,10,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,230990,0,0,,,0.0,0,-14553,2830,17383,53,True,0
Harry Wilson,MID,Fulham,3.5,0,0,11,1,1,12.9,9,329,0.08,0.15,0.07,0.45,63,0,0,4.0,8.4,2025-10-03T19:00:00Z,66,False,4,0,0,0,7,0,7,0,48260,1,1,1,3,19.0,3,-2662,3028,5690,53,False,0
Sékou Koné,MID,Man Utd,0.5,0,0,0,0,0,0.0,0,463,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,10312,0,0,,,0.0,0,-171,491,662,44,True,0
Chemsdine Talbi,MID,Sunderland,1.5,0,0,0,0,0,0.0,0,553,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,29377,0,0,,,0.0,0,-1395,1461,2856,50,False,0
Pedro Porro Sauceda,DEF,Spurs,2.5,0,0,0,0,0,0.0,0,568,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,2630539,0,0,,,0.0,0,-170047,44969,215016,56,False,0
Lutsharel Geertruida,DEF,Sunderland,0.3,0,0,0,0,0,0.0,0,724,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,1787,0,0,,,0.0,0,107,318,211,45,False,0
Amad Diallo,MID,Man Utd,1.5,0,0,0,0,0,0.0,0,452,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,145013,0,0,,,0.0,0,-24550,919,25469,63,True,0
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,0,0,0.0,0,656,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,7753,0,0,,,0.0,0,-448,0,448,49,True,0
Niclas Füllkrug,FWD,West Ham,0.3,0,0,0,0,0,0.0,0,625,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,116763,0,0,,,0.0,0,-9412,3300,12712,57,False,0
Brennan Johnson,MID,Spurs,1.3,0,0,0,0,0,0.0,0,580,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,600355,0,0,,,0.0,0,-109322,7560,116882,69,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,1.3,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,351154,0,0,,,0.0,0,-40550,14491,55041,59,False,0
Bertrand Traoré,MID,Sunderland,-0.3,0,0,0,0,0,0.0,0,735,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,2036,0,0,,,0.0,0,425,662,237,55,False,0
Rayan Cherki,MID,Man City,0.0,0,0,0,0,0,0.0,0,417,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,253993,0,0,,,0.0,0,-20667,170,20837,63,False,0
Sam Byram,DEF,Leeds,-0.5,0,0,0,0,0,0.0,0,346,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,32822,0,0,,,0.0,0,102,2396,2294,39,True,0
Abdallah Sima,MID,Brighton,0.0,0,0,0,0,0,0.0,0,165,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,1712,0,0,,,0.0,0,-97,0,97,54,False,0
Merlin Röhl,MID,Everton,0.0,0,0,0,0,0,0.0,0,728,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,515,0,0,,,0.0,0,-54,21,75,50,True,0
Antony dos Santos,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,454,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,8321,0,0,,,0.0,0,-284,0,284,59,True,0
Trey Nyoni,MID,Liverpool,0.5,0,0,0,0,0,0.0,0,396,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,24123,0,0,,,0.0,0,-943,797,1740,44,False,0
James Garner,MID,Everton,4.0,0,0,0,0,0,0.0,0,303,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,118435,0,0,,,0.0,0,30821,38770,7949,50,True,0
João Victor Gomes da Silva,MID,Wolves,2.2,0,0,0,0,0,0.0,0,646,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,11796,0,0,,,0.0,0,-295,589,884,54,True,0
Lukasz Fabianski,GK,West Ham,-0.5,0,0,0,0,0,0.0,0,738,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,3007,0,0,,,0.0,0,169,419,250,45,False,0
Harry Amass,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,445,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,11894,0,0,,,0.0,0,-705,0,705,40,True,0
Anton Stach,MID,Leeds,4.0,0,0,0,0,0,0.0,0,660,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,382980,0,0,,,0.0,0,45729,74994,29265,50,True,0
Riccardo Calafiori,DEF,Arsenal,2.5,0,0,0,0,0,0.0,0,7,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,1786011,0,0,,,0.0,0,25129,121007,95878,57,True,0
Andrew Robertson,DEF,Liverpool,0.7,0,0,0,0,0,0.0,0,372,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,120410,0,0,,,0.0,0,-5125,1367,6492,58,False,0
Jayden Meghoma,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,118,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,7195,0,0,,,0.0,0,-370,0,370,40,True,0
Declan Rice,MID,Arsenal,3.7,0,0,0,0,0,0.0,0,21,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,1033670,0,0,,,0.0,0,62858,106096,43238,65,True,0
Zach Abbott,DEF,Nott'm Forest,-0.5,0,0,0,0,0,0.0,0,513,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,23300,0,0,,,0.0,0,-151,894,1045,39,False,0
Connor Roberts,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,186,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,4772,0,0,,,0.0,0,-200,124,324,44,False,0
Hugo Ekitiké,FWD,Liverpool,2.2,0,0,0,0,0,0.0,0,661,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,2136832,0,0,,,0.0,0,-323653,86657,410310,87,False,0
Giorgi Mamardashvili,GK,Liverpool,0.5,0,0,0,0,0,0.0,0,367,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,73644,0,0,,,0.0,0,28770,33466,4696,43,False,0
Rodrigo Muniz Carvalho,FWD,Fulham,0.0,0,0,0,0,0,0.0,0,338,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,4,0,0,0,0,0,7,0,227020,0,0,1,3,0.0,0,-67116,4764,71880,55,False,0
Dominic Calvert-Lewin,FWD,Leeds,3.3,0,0,0,0,0,0.0,0,691,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,125301,0,0,,,0.0,0,30712,49428,18716,55,True,0
Stephen Mfuni,DEF,Man City,0.5,0,0,0,0,0,0.0,0,740,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,2125,0,0,,,0.0,0,37,229,192,40,False,0
Guido Rodríguez,MID,West Ham,-0.5,0,0,0,0,0,0.0,0,618,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,5601,0,0,,,0.0,0,-130,107,237,49,False,0
Hugo Bueno López,DEF,Wolves,1.8,0,0,0,0,0,0.0,0,633,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,8916,0,0,,,0.0,0,528,962,434,44,True,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,672,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,23073,0,0,,,0.0,0,-636,753,1389,48,True,0
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0,0.0,0,255,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,12885,0,0,,,0.0,0,-415,274,689,40,False,0
Mateo Kovačić,MID,Man City,0.5,0,0,0,0,0,0.0,0,422,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,1903,0,0,,,0.0,0,362,463,101,59,False,0
Omari Hutchinson,MID,Nott'm Forest,-0.3,0,0,0,0,0,0.0,0,693,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,3254,0,0,,,0.0,0,-80,240,320,55,False,0
Zach Marsh,FWD,Crystal Palace,0.0,0,0,0,0,0,0.0,0,286,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,36900,0,0,,,0.0,0,8,3687,3679,45,False,0
Son Heung-min,MID,Spurs,0.0,0,0,0,0,0,0.0,0,579,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,16642,0,0,,,0.0,0,-273,0,273,85,False,0
Trai Hume,DEF,Sunderland,3.5,0,0,0,0,0,0.0,0,532,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,35892,0,0,,,0.0,0,4254,6242,1988,45,False,0
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,61,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,14242,0,0,,,0.0,0,-1105,0,1105,45,True,0
Alejandro Garnacho Ferreyra,MID,Chelsea,-0.3,0,0,0,0,0,0.0,0,453,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,34732,0,0,,,0.0,0,-3280,1454,4734,64,True,0
El Hadji Malick Diouf,DEF,West Ham,1.7,0,0,0,0,0,0.0,0,603,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,441606,0,0,,,0.0,0,-18661,24926,43587,44,False,0
Jack Hinshelwood,MID,Brighton,0.0,0,0,0,0,0,0.0,0,163,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,4470,0,0,,,0.0,0,-640,13,653,52,False,0
Pascal Struijk,DEF,Leeds,1.7,0,0,0,0,0,0.0,0,343,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,46492,0,0,,,0.0,0,193,3820,3627,45,True,0
Nico O'Reilly,DEF,Man City,4.0,0,0,0,0,0,0.0,0,411,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,78078,0,0,,,0.0,0,8412,15334,6922,49,False,0
Alex Cairns,GK,Leeds,-0.5,0,0,0,0,0,0.0,0,340,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,21296,0,0,,,0.0,0,-507,402,909,40,True,0
Ethan Pinnock,DEF,Brentford,-0.5,0,0,0,0,0,0.0,0,111,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,15900,0,0,,,0.0,0,-997,417,1414,44,True,0
Florian Wirtz,MID,Liverpool,1.7,0,0,0,0,0,0.0,0,382,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,1172817,0,0,,,0.0,0,-215217,12120,227337,82,False,0
Leon Bailey,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,49,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,11718,0,0,,,0.0,0,-662,0,662,55,True,0
Jarrod Bowen,FWD,West Ham,4.5,0,0,0,0,0,0.0,0,624,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,776123,0,0,,,0.0,0,7495,80293,72798,77,False,0
Callum Olusesi,MID,Spurs,0.5,0,0,0,0,0,0.0,0,595,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,26084,0,0,,,0.0,0,-461,1131,1592,44,False,0
Lewis Dunk,DEF,Brighton,1.5,0,0,0,0,0,0.0,0,146,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,142512,0,0,,,0.0,0,391,8982,8591,45,False,0
Tyler Adams,MID,Bournemouth,2.0,0,0,14,0,3,4.7,9,85,0.03,0.05,0.02,0.65,63,1,0,2.3,11.0,2025-10-03T19:00:00Z,77,False,10,0,0,0,6,0,7,0,48323,1,0,1,3,7.0,2,-360,3683,4043,50,True,0
Ibrahima Konaté,DEF,Liverpool,4.5,0,0,0,0,0,0.0,0,374,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,422137,0,0,,,0.0,0,-5592,27165,32757,55,False,0
Dilane Bakwa,MID,Nott'm Forest,0.5,0,0,0,0,0,0.0,0,734,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,1922,0,0,,,0.0,0,-112,272,384,60,False,0
Robert Lynch Sánchez,GK,Chelsea,-0.5,0,0,0,0,0,0.0,0,220,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,1825464,0,0,,,0.0,0,-220549,11248,231797,49,True,0
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,563,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,16217,0,0,,,0.0,0,-1689,0,1689,44,False,0
Jack Harrison,MID,Leeds,0.3,0,0,0,0,0,0.0,0,352,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,7796,0,0,,,0.0,0,-551,218,769,53,True,0
Giovanni Leoni,DEF,Liverpool,0.0,0,0,0,0,0,0.0,0,692,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,1917,0,0,,,0.0,0,-187,40,227,50,False,0
James McConnell,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,394,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,3601,0,0,,,0.0,0,-381,0,381,44,False,0
Amine Adli,MID,Bournemouth,0.8,0,0,0,0,0,0.0,0,697,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,4053,0,0,1,3,0.0,0,55,462,407,55,True,0
João Pedro Ferreira da Silva,MID,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,518,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,6127,0,0,,,0.0,0,-421,0,421,54,False,0
Emiliano Martínez Romero,GK,Aston Villa,2.6,0,0,0,0,0,0.0,0,32,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,267044,0,0,,,0.0,0,3927,23536,19609,50,True,0
Chris Rigg,MID,Sunderland,0.3,0,0,0,0,0,0.0,0,551,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,5935,0,0,,,0.0,0,420,803,383,48,False,0
Maxwel Cornet,MID,West Ham,0.0,0,0,0,0,0,0.0,0,617,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,2364,0,0,,,0.0,0,-116,0,116,49,False,0
Jan Paul van Hecke,DEF,Brighton,1.8,0,0,0,0,0,0.0,0,151,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,100751,0,0,,,0.0,0,-414,5798,6212,44,False,0
Borna Sosa,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,259,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,14707,0,0,,,0.0,0,-94,789,883,49,False,0
Oluwaseun Adewumi,MID,Burnley,0.0,0,0,0,0,0,0.0,0,212,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,1182,0,0,,,0.0,0,-83,0,83,45,False,0
Dennis Cirkin,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,535,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,1743,0,0,,,0.0,0,-83,33,116,40,False,0
Ismeal Kabia,MID,Arsenal,0.0,0,0,0,0,0,0.0,0,28,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,18099,0,0,,,0.0,0,-1481,0,1481,45,True,0
Gustavo Nunes Fernandes Gomes,MID,Brentford,-0.2,0,0,0,0,0,0.0,0,127,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,717,0,0,,,0.0,0,-26,6,32,49,True,0
Niall Huggins,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,537,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,12448,0,0,,,0.0,0,-808,0,808,40,False,0
Emerson Palmieri dos Santos,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,604,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,9338,0,0,,,0.0,0,-809,0,809,44,False,0
Yves Bissouma,MID,Spurs,0.2,0,0,0,0,0,0.0,0,587,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,5685,0,0,,,0.0,0,-219,63,282,52,False,0
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,598,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,3451,0,0,,,0.0,0,-138,0,138,45,False,0
Jordan Beyer,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,194,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,10325,0,0,,,0.0,0,-541,64,605,40,False,0
Robin Roefs,GK,Sunderland,5.0,0,0,0,0,0,0.0,0,670,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,528228,0,0,,,0.0,0,184476,199929,15453,46,False,0
Isaac Hayden,MID,Newcastle,0.0,0,0,0,0,0,0.0,0,495,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,1018,0,0,,,0.0,0,-33,0,33,45,True,0
Joe Worrall,DEF,Burnley,-0.3,0,0,0,0,0,0.0,0,199,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,22460,0,0,,,0.0,0,5091,6345,1254,39,False,0
David Raya Martín,GK,Arsenal,3.0,0,0,0,0,0,0.0,0,1,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,3297838,0,0,,,0.0,0,212315,287510,75195,56,True,0
Eliezer Mayenda Dossou,FWD,Sunderland,-0.3,0,0,0,0,0,0.0,0,561,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,116365,0,0,,,0.0,0,-17635,2165,19800,55,False,0
Tom King,GK,Everton,0.0,0,0,0,0,0,0.0,0,630,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,146107,0,0,,,0.0,0,-4233,529,4762,40,True,0
Alphonse Areola,GK,West Ham,0.5,0,0,0,0,0,0.0,0,600,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,269889,0,0,,,0.0,0,-12413,5731,18144,43,False,0
Mark Gillespie,GK,Newcastle,0.5,0,0,0,0,0,0.0,0,471,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,17028,0,0,,,0.0,0,-370,191,561,40,True,0
Harvey Barnes,MID,Newcastle,1.7,0,0,0,0,0,0.0,0,487,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,60437,0,0,,,0.0,0,-10739,1648,12387,65,True,0
Anthony Patterson,GK,Sunderland,-0.5,0,0,0,0,0,0.0,0,528,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,25455,0,0,,,0.0,0,-1178,433,1611,44,False,0
Tom Heaton,GK,Man Utd,0.5,0,0,0,0,0,0.0,0,434,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,33107,0,0,,,0.0,0,-925,272,1197,40,True,0
Mamadou Sarr,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,231,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,1025,0,0,,,0.0,0,-44,0,44,45,True,0
Dominic Solanke-Mitchell,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,596,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,132499,0,0,,,0.0,0,-9913,147,10060,72,False,0
